sample_no,source,source_subtype,review_id,review_date,stay_date,author,profile,rating,bath_score,language,is_onsen_related,bath_area_tags,matched_keywords,room_or_plan,title,body,source_url,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
215,Jalan,jalan_archive,09476499,2017/4/21,,,,,5,ja,True,room_open_air_bath,風呂;露天;予約,,婚前旅行にはぴったりでした！！,別府旅行を決めて吟味に吟味を重ねて予約しました。 部屋はサイトで見ていた部屋がいいなぁと思っていた部屋で感激。初めての露天風呂付き客室！予算オーバーでしたけど大変満足です！！ホットカーペットに膝掛け用の毛布もあり、タオルセットも2枚セット4組ありよかったです！食事の量もちょうどよく美味しく残さずいただけました！仲居さんもフレンドリーで気持ちいい接客をしてもらいました！旅行好きカップルにはオススメです！！(*ノ▽ノ),https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
216,Jalan,jalan_archive,09438901,2017/3/31,,,,,4,ja,True,room_open_air_bath,温泉;風呂;露天;半露天;湯;お湯;浴;脱衣,,お値段の割には…,新婚旅行で九州を周遊している中で利用しました。 今回の旅行で一番高い宿だったので、ハードルを上げすぎたのかもしれません。 別府というブランドで割高になっている感じもあります。 部屋に半露天風呂がついているので、いつでも入れるのですが、温度が高いため（約６５度？）入らないときは蛇口で閉めます。 そのため朝起きて入ろうと思えば浴槽の中のお湯はすっかり冷めています。 スタッフさんから、朝起きて入ろうと思う15分前に蛇口をひねって、お湯が温まってからお入りくださいと説明がありました。 温泉なら入りたいときに入りたかったな～と思いましたが…。 部屋以外にも３つのお風呂があり、そのうちの１つに入りました。 脱衣場もお風呂も広かったのですが、脱衣場ではフローリングで一部にしかバスマットが引いてないので、汗が床に落ちてもそのままです（自分のバスタオルで床を拭きたくはありませんし） 旅館の見た目、入り口は風格がありますが周辺はイマイチです。 目の前には交通量の多い道路が走っていますし、散歩しましたが温泉町らしい感じはありませんでした。 食事は文句の付け所がないくらいに美味しかったです。,https://www.jalan.net/yad397509/kuchikomi/archive/,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
217,Jalan,jalan_archive,09431975,2017/3/27,,,,,5,ja,True,facility_wide,温泉,,素敵な旅行になりました！,記念日旅行として利用させて頂きました。旅館につき、男性が接客して下さったのですが、とても感じのいい方で夜景の綺麗な場所まで教えて頂きました。とてもお優しい方でした。ウェルカムサービスからお料理、お部屋、温泉、全てにおいていい宿でした。彼も大満足でした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
218,Jalan,jalan_archive,09412819,2017/3/18,,,,,5,ja,True,private_bath,風呂;貸切;予約;時間,,お風呂も料理もサイコー！,2人でゆっくりしたくてお部屋にお風呂がある部屋を予約しました。お部屋の雰囲気もお風呂の雰囲気もとってもよかったです！！貸切風呂もどこも雰囲気が違ってのんびりできました！ 料理も大変美味しかったし、料理長さんが女性らしく、お皿や盛り付けがおしゃれでした♪ 帰りの時間が早かったので料理の時間を早めていただいたりとこちらのワガママにも笑顔で対応してくださってとても有り難かったです。今度は朝にもっと時間を作ってまた行きたいです！！,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
219,Jalan,jalan_archive,09319770,2017/1/25,,,,,5,ja,True,facility_wide,風呂,,のんびりできました。,お食事も丁寧な作りで、美味しく頂きました。 スタッフの方も皆様気持ちのいい方で、色々と地域の話や食事の説明をして頂き楽しく過ごせました。 食事が部屋出しだったので、のんびりと寛げました。 お風呂も空いていたので、待つような事はなく、のんびりと入れました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
220,Jalan,jalan_archive,09306776,2017/1/17,,,,,5,ja,True,facility_wide,風呂,,とてもよかったです,記念日で利用させていただきました。お風呂もとても綺麗で広かったです。料理もおいしく記念日のケーキも美味しくいただきました。飲み物の種類も豊富でしかも無料ということに驚きました！バスタオルも多くあったので色々なお風呂に入る時に同じタオルを使わなくてよくて嬉しかったです！とてもいい記念日になりました！,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
221,Jalan,jalan_archive,09299510,2017/1/13,,,,,5,ja,True,facility_wide,温泉,,満足です,従業員も、大変よかったですね。 お料理の、量も、ちょうどいいです。 美味しかったです。 温泉も堪能しました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
222,Jalan,jalan_archive,09267440,2017/1/2,,,,,4,ja,True,room_bath;private_bath,風呂;貸切;予約;時間,,子連れでもゆっくりお風呂と部屋でのお食事,初めて年末に旅行に行きました！ 自営業なので毎年お盆や夏休みなど長期の休みの時にはギリギリ予約でも我が家はよく旅行に行きますが、とにかく子供がまだ小さいのでホテルはベッドから落ちるかも・・・とかバイキングは人目が気になって落ち着いて食べられないし・・・とか家にいた方がマシかもって思ったことがあったのでまずは①畳に布団の旅館②部屋での食事③部屋でのお風呂付が条件になります！ こちらのお宿でお勧めできるポイントは食事でしょうね！味も美味しかったですが何より大食の私がお腹いっぱいになりました！初めてです。子供が小さくて専業主婦やってますのでお料理は頑張っている方ですがとても勉強になりました。特に味付けは女性が好きなんじゃないかなと思えました。もちろん主人も旨い旨いと言ってました( ^_^) お部屋のお風呂は広くはないですが別に貸切風呂があります！そしてこの貸切風呂・・・時間予約がいりません。だいたい時間も決まっていたりあとから時間指定が必要だったりしますが、こちらはスリッパがおいてあるかないかで自由に入れます！ 部屋数も少ないのであまり他とかぶることなくゆっくり広い貸切風呂も満喫出来て子供たちも喜んでました。 アメニティグッズは必要最低限だと思うので持っていける物は持って行った方がいいと思います。私はシャンプーなどいつものがいいので充実していなくても気にしないほうです！歯ブラシだけ使いました！ 子供がいなかったらねぇって主人と話しましたが大人だけでいけたらもっと最高と思えるお宿だったと思います！またいつか夫婦だけでお食事をゆっくり味わいたいです！ 子供を早く寝かせてマッサージ頼むつもりだったのにお腹いっぱいになってしまって夫婦ともに早く寝てしまいました(T_T)あーそれだけが残念！,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
223,Jalan,jalan_archive,09259241,2016/12/28,,,,,5,ja,True,facility_wide,風呂,,すごく良かった,接客がすごく良かったです。またお風呂も気持ち良くて、料理もすごく美味しかった。 また利用したいと思う。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
224,Jalan,jalan_archive,09248323,2016/12/22,,,,,4,ja,True,private_bath,温泉;風呂;予約,,初雪,九州に初雪が降ったその日に宿泊。 事前に予約確認の電話をしてくれた男性の接客に素敵な宿かな？って興味がわいた。 電話って顔が見えないので耳から入ってくる情報がすごく大事ですごく危ない接客だと僕自身気を付けていることだ。 その電話対応が素晴らしく、その電話だけで行ってよかったと思える宿だった。 食事のお世話をしてくれた女性もほっとできるスペースを作ってくれた。 外は風が強くとても気温の低い一日だったけど、のんびりと温かな気分にさせて頂きました。 部屋にはお風呂がない部屋を予約していたが、貸し切りのお風呂が３か所あり、そのうち２か所を利用したが十分な広さがあり、ゆっくりと浸かることが出来た。 部屋や、食事、温泉は大切だけど、接客というソフトが一番大切だな。って思わせてくれた素敵なお宿でした。ありがとう。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
225,Jalan,jalan_archive,09218112,2016/12/4,,,,,5,ja,True,facility_wide,温泉;時間,,おもてなし・お料理共に最高でした,旅館を探しているときに別邸はる樹さんを見つけ、口コミの評価も高く、お料理も豪華で、こちらを利用させていただくことにしました。渋滞のためチェックインの時間ぎりぎりになってしまいましたが、あたたかく迎えてくださり、とても嬉しかったです。夕食も、とても豪華で大満足でした。また、お一人お一人の接客も丁寧で、温泉も満喫できて、ここに宿泊して良かったです。本当にありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
226,Jalan,jalan_archive,09207045,2016/11/27,,,,,4,ja,True,private_bath,風呂,,とても良いわけでもなく悪くもないです。,とても評価が良かったので宿泊してみましたが普通の旅館だと思います。良かった点はお風呂は貸し切りで良かったです。お部屋は喫煙が出来るようで禁煙の子連れの私達には若干匂いが気になったりしました。料理は普通です。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
227,Jalan,jalan_archive,09195313,2016/11/21,,,,,3,ja,True,facility_wide,温泉;風呂,,値段の割に,割高な印象。 部屋は清潔感があって良かったが、隣の家から部屋が丸見え、隣の部屋からは子供の走り回る、騒ぐ声が響き渡り、あまりくつろげなかった。 子供が騒ぐのは仕方ないが、防音が全く施されていない。 料理はひとつひとつ丁寧で、とても美味しかった。 お風呂は別府とあって期待していたが、とろみもなく、なんか温泉に入ったという気がせず... 少し期待外れでした。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
228,Jalan,jalan_archive,09133747,2016/10/18,,,,,5,ja,True,facility_wide,風呂;湯;時間,,子連れの家族旅行,先日復興割りを使用して行ってきました。 お食事も美味しかったです。ただ美味しいお肉が冷めていたので、冷めない工夫が欲しかったです。 お風呂は時間を気にせず満喫できました。照明が目に入ったので、少し工夫が欲しかったです。 またWIFIとじゃらんには書いてあるのですがアクセスIDなども記載なくがっかりでした。 お部屋に置いてある案内が不明確で足らずなものだったのが残念です。WIFIや冷蔵庫の中身の料金がかかるのかどうかなどは記載していただきたいです。 また利用できる家族湯の行き方や設備(タオルの有無)なども記載してファイリングしていただくと良いと思いました。総じてゆっくりさせていただき行ってよかったです。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
229,Jalan,jalan_archive,09126035,2016/10/14,,,,,5,ja,True,facility_wide,風呂;時間,,リフレッシュの旅,ゆっーくり15時からチェックインして のーんびりお部屋にあるお風呂に浸かりました。時間を忘れてしまうような ゆっくりした空間とステキなお庭に大満足でした。 朝夕部屋食だったので少し準備して頂いてる時間はなんとなく緊張感がありましたが また是非行きたい旅館の一つになりました。大満足でした。お世話になりました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
230,Jalan,jalan_archive,09122413,2016/10/12,,,,,4,ja,True,room_open_air_bath,温泉;風呂;露天;半露天;肌;予約;時間,,温泉がよかったです,半露天風呂のあるお部屋を予約しました。 お部屋の露天風呂で別府の温泉に好きな時間に何回も入ることができ、お肌はツルツルでした。 ロクシタンのアメニティも嬉しかったです お部屋に備え付けの飲み物も充実していて、朝は豆から入れたコーヒーをテラスでいただき、すごくよかったです！夕食も朝食も美味しかったです。 ゆっくりできました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
231,Jalan,jalan_archive,09113273,2016/10/10,,,,,4,ja,True,private_bath,温泉;風呂,,コスパが悪い,九州の温泉宿には、お手頃宿～ハイクラス宿など沢山宿泊しましたが、ここは値段の割にサービスが悪かったです。 お部屋も普通、ご飯も普通、部屋も普通でした。 1人3万は高すぎですね。 接客はとても良かったです。 アメニティも最低限、貸し切り風呂にはドライヤーだけ。 せめて綿棒やティッシュ位はどこでもあると思います。 前から気になっていた宿だけに少し残念です。 1人18000円なら満足な宿だったと思います。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
232,Jalan,jalan_archive,09071594,2016/9/19,,,,,5,ja,True,private_bath,風呂;脱衣;時間,,お風呂が良かったです,クチコミ評価と写真の雰囲気でお宿を決めました。お部屋は広々ということはなかったですが、入った時に畳の香りがしてとても気持ち良かったです。夕飯は、約1時間で終わるようにお料理が出てきましたが、私にはペースが早く感じました。量は、男性でもお腹いっぱいになるぐらいあったので、もう少しゆったりお料理を出されても良いのかな～と感じました。貸し切りのお風呂は、脱衣場も広く清潔で、雰囲気もあり、とても素敵でした。 素敵なお宿ではありましたが、金額相応の「普通の高級宿」という感じがしました。ここにしかない「こだわり」や「特別感」などは特に感じませんでした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
233,Jalan,jalan_archive,09065444,2016/9/16,,,,,4,ja,True,private_bath,温泉;風呂;貸切,,とても満足☆,9ヶ月の娘を連れての旅行でしたが、部屋も畳で広々していて快適に過ごせました。ご飯も適度な量でとても美味しく、出てくるペースもちょうど良くゆっくりといただく事が出来ました。担当していただいたの接客も心地よく色々とお気遣いいただけてありがたかったです。今回は貸切風呂のプランだったので次回は温泉付きの部屋に宿泊してみたいです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
234,Jalan,jalan_archive,09063628,2016/9/15,,,,,5,ja,True,room_open_air_bath,風呂;露天;半露天,,料理が美味しい！,夫婦で利用させて頂きました。 住宅地の中にあるとは思わず、到着までに迷子になってしまったのも、楽しいハプニングでした。 到着時のスタッフさんの対応もとてもよく、これからの一晩が期待できました。 ご用意頂いたお部屋もとても雰囲気があり、半露天のお風呂やドリンクサービスやアメニティ！など、とにかく満足でした。 お食事は夕飯はもちろんですが、朝食のお味噌汁の美味しいこと。お出汁がよく効いていて、主人が絶賛しておりました。 チェックアウトも11時でしたので、ゆっくりでき、また、機会があれば是非利用させて頂きたいと思います。ありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
235,Jalan,jalan_archive,09049290,2016/9/8,,,,,5,ja,True,room_bath;private_bath,温泉;風呂;貸切,,料理も温泉もおもてなしも最高,母と二人、宿でゆっくり温泉と料理を味わうことを目的に利用させて頂きました。貸切風呂、部屋風呂共に適温＆清潔でとても気持ちよく利用させていただきました。仲居さんに別府温泉の特徴を親切に説明いただき、温泉の効能を実感しながら心身ともにリフレッシュできたように思います。 また母の食事の希望に対しても、元のメニュー以上に素晴らしい内容にアレンジいただきました。 また機会があればぜひお邪魔したいです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
236,Jalan,jalan_archive,08993042,2016/8/17,,,,,4,ja,True,private_bath,風呂;貸切,,中に入ると落ち着いた宿,直前の宿泊確認での、かなり聞き取りづらい一方的な留守番電話にイメージ（価格、雑誌、テレビ放送からの勝手なイメージですが）と違うホスピタリティーに疑問を感じてのスタートでした。住宅街の中ですが旅館内は静かでゆっくりすることができました。貸切風呂もゆっくりすべて利用させてもらいました。部屋食を好まれる方も多いのだと思いますが、お布団をあげた直後の埃の舞う部屋での食事に私はあまり気持ちよくはありませんでした。せめて朝だけでも食事処が設けてあるとありがたいと思います。お部屋や食事、お風呂などパーツには満足出来ました。それだけに接客に個人差が大きいのはもったいないと感じます。期待しすぎていただけかもしれませんが・・。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
237,Jalan,jalan_archive,08984869,2016/8/15,,,,,5,ja,True,facility_wide,温泉;風呂;肌,,大満足,部屋食で内風呂がある宿を探しててたまたま見つけました。最高にくつろげ、温泉も気持ちが良かったです。少し肌が弱いのですが全く大丈夫でゆっくり入れました。夕食もとても美味しくいただきました。お酒を飲んでいたのでご飯はおにぎりにして下さいました。泊まった部屋は春には桜をながめながら過ごせるそうなので是非春に行ってみたいです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
238,Jalan,jalan_archive,08955571,2016/8/3,,,,,2,ja,True,facility_wide,浴;工事,,美味しい料理でした,変更の対応有難うございました。 残念なところです ・浴室出入口ドアの不具合修理の対応が出来なくて１か所利用出来なかった。（対応を早くしてほしかった） ・２階部屋での朝食の時に窓の外（屋根の上）に工事業者の人がうろうろしていて驚きました。（客の居る時は考えてほしい） 他は満足しました。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
239,Jalan,jalan_archive,08947550,2016/7/31,,,,,4,ja,True,room_open_air_bath,風呂;露天;半露天,,料理の美味しさに感動 ご飯の美味しさにビックリ,家族旅行で利用させて頂きました。チェックインが予定より早くなり、近くからお電話させて頂きましたら、お宿の前まで出て待っていて下さいました。スタッフさんの対応は心地よい対応でした。お部屋は写真とは若干イメージが異なりましたが、ゆっくりくつろぐには問題ありません。冷蔵庫の多様なドリンクも無料サービスとの事で嬉しいビックリサービスでした。何より食事が美味しい、普段外で食事をしても余り美味しいと言わない息子が美味しい、と食の進むのには驚きました。ご飯のお代わりがあまりにも多かったので、ご飯は別料金でもと申し出ましたが、ご飯のお代わりにも気持ち良く対応して頂け、朝食の際には「沢山ご用意していますので沢山召し上がって下さいね」と言って下さいました。勿論追加料金はありませんでした。住宅街にあるのに静かで、好きな時にお部屋の半露天風呂に入り、美味しい料理を頂き、大満足でした。別府に泊まる時は、はる樹さんがいいねと家族で言っています。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
240,Jalan,jalan_archive,08925553,2016/7/19,,,,,5,ja,True,private_bath,風呂;露天;貸切;虫,,丁寧です。,宿に到着した時に誰も居なかったので… 勝手口かな？と思わず玄関を出てしまいました。その後、出て来てくれて、対応して頂いたので良かったです。仲居さんが色々とシステムをロビーで説明してくれた後、部屋に案内してくれました。その時にロビーから部屋は近いですが、荷物を持ってくれたりする旅館もありますから、一声あれば…少し残念です。 部屋は、綺麗で過ごし易く、部屋の露天風呂も最高でした。窓を開けたら虫が入ってくるのが残念。網戸を設けたら最高ですね。貸切風呂は雰囲気があります。お薦めですね。夕食も部屋食で、楽ですし非常に美味しいですね～。夕食時、布団の準備の時に男性の仲居さんが色々と別府の情報を教えてくれたりするので、非常に親切で助かりました。 また、寄りたい宿ですね。是非お薦めします。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
241,Jalan,jalan_archive,08892012,2016/7/1,,,,,5,ja,True,private_bath,風呂;貸切,,閑静な中での滞在でした,こじんまりとした個室で、静かな中ゆっくりと過ごすことができました。貸切風呂もゆっくりと入り、お部屋での食事も楽しむことができました。ただ、お部屋係の方はアルバイトなのか、所作に品性が伴っておらず、旅館としてのおもてなしを見ると興ざめでした。朝食等のお部屋係は慣れている方か、ゆっくりとした口調で食事の説明などもしてくださり、所作もとてもしなやかでした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
242,Jalan,jalan_archive,08840899,2016/5/30,,,,,5,ja,True,room_open_air_bath;private_bath,風呂;露天;半露天;浴;貸切;予約;時間,,良いお宿でした,前日に急きょ予約して行きました。 子ども連れという事で、当日の朝に食事内容の案内のお電話を頂きました。 我が家の子どもは小学1年生という事もあり、本来の食事内容（大人と同内容）では食べないだろうなと判断しお子様プレートに変更して貰いました。心づかいがとてもありがたかったです。 半露天付きの部屋に宿泊しました。 気兼ねなく入浴出来るのは良いですね。 貸切風呂も空いていれば使えるという時間に縛られないものだったので、気軽に利用出来ました。 食事はとても美味しかったです！ 子ども用のも美味しかったようで、喜んで食べていました。 接客も気持ち良いものでした。 ロビーにも部屋にもコーヒーが常備されていたり、DVDの貸出があったり細かい心づかいが嬉しいお宿でした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
243,Jalan,jalan_archive,08764033,2016/4/21,,,,,5,ja,False,,,,落ち着いた空間が良かったです。,泊まった夜に熊本地震がありました。明くる日に大分に地震がありお世話してくれた方々大丈夫ですか？建物も…何も出来ないですけど応援してます。最高の笑顔での接客ありがとうございました。また行きたいです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
244,Jalan,jalan_archive,08716311,2016/3/24,,,,,4,ja,True,room_open_air_bath,風呂;露天;半露天,,料理が美味しかった！,食事は、部屋食で、ゆっくりできました。 また、型にとらわれない感じの創作料理が、彩りも綺麗で、大変美味しかったです。 部屋の半露天風呂は、温度の調節を自分でできるので、好みの温度にして入れたのが、良かったです。 従業員の方の、食事の片付けとか、布団の用意とかが、とても迅速で、見ていて気持ち良かったです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
245,Jalan,jalan_archive,08694535,2016/3/12,,,,,5,ja,True,facility_wide,風呂;露天;湯,,素敵な誕生日の旅行になりました(^ ^),誕生日のお祝いで利用しました☆ 素敵な造りの外観、丁寧な対応 まだ中にも入っていない時点で 選んで良かったなと心から思いました(^ ^) お風呂やお部屋の説明も 詳しく話して頂きとてもわかり易かったです☆ 今回同行者には何もかも サプライズで宿泊させて頂いたのですが 事前のプレゼントや計画等も こちらの無理な要望にも丁寧に対応して下さり おかげでサプライズは大成功 すごく喜んでもらえました(^ ^) ご飯もすごく美味しく豪華で 普段極度の偏食の私でも完食☆ 嫌いで絶対食べない食材も はる樹さんでの食事は 美味しく頂く事が出来ました☆ お風呂はお部屋の露天風呂を 利用させて頂きました☆ 湯船が広く足を伸ばせてゆっくり出来ました☆ はる樹さんに宿泊させて頂いたおかげで 本当に素敵な旅になりました(^ ^) また絶対に行きます☆,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
246,Jalan,jalan_archive,08677634,2016/3/1,,,,,5,ja,True,room_open_air_bath;private_bath,温泉;風呂;露天;半露天;貸切,,住宅街にある温泉宿,温泉は、貸切で使える半露天が２室と同じく貸切で使える内風呂が１室あり、どれも気持ち良く入ることができました。空いていればいつでも使えるので十分満喫できました。食事は夕食・朝食ともとても美味しく質・量とも十分満足でした。こじんまりとして部屋数があまり多くないので、静かにすごしたい方にはお勧めです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
247,Jalan,jalan_archive,08620718,2016/1/31,,,,,5,ja,True,facility_wide,温泉,,お料理も温泉もおもてなしも最高です！,初めての1人旅、不安がいっぱいでしたが来てよかったです！今度は家族で行きますね。本当にありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
248,Jalan,jalan_archive,08599211,2016/1/18,,,,,5,ja,True,facility_wide,風呂;寒;予約,,よかったです！,部屋食が出来るとのことと、口コミでこちらに決めました。初めて高い宿を予約したので二人で緊張。畳廊下で寒くもなかったです。たしかに部屋からは隣の家が見えるけど、そんなに気にならなかったです。お風呂からも隣の家は見えるけどちゃんとスダレもあったし、見えないようになっているのかなーと、あまり気にならなかったです。離れのお風呂二つとも気持ちよかったです。満室とのことでしたが、他のお客さんともほとんど会うこともなく、騒音もまったくなく、気にならなかったです。料理は最高でした！伊勢海老が出てきたのに二人してビックリ!全部盛り付けがすごくて、美味しかったです！ご飯も美味しくて美味しくて!苦しかったけど無理してでも食べたかいがありました!朝食は野菜が中心で、種類も沢山あって全部食べられました。チェックアウトもゆっくりだったので、ホントにゆっくり出来ました。接客も最高でした！お世話になりました！,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
249,Jalan,jalan_archive,08581424,2016/1/10,,,,,2,ja,True,facility_wide,風呂;湯;源泉;お湯;汚;掃除,,期待しすぎていました,彼氏の誕生日プレゼントで、初めて別府へ。 まずお部屋に入って色々説明して下さりました。 部屋にお風呂がついているプランを選んでいたのでお風呂に案内されて、説明を聞いていて、ふと上を見ると大きなクモの巣が。。彼氏もあたしも残念だね、と言い合いました。 食事を済ませ、お風呂へ入って、あまり綺麗では無かったのでさっと出て、寝て起きて、朝ごはんが済んだらフロントへ電話下さいと言われ、ゆっくり食べていたら、部屋にスタッフが来て、もうお下げして宜しいですか、と。済んだらフロントへ電話下さいって言ってたのに、急かされた感じがして。。 それから朝風呂へ…と入ったら、お湯がすごく汚い。源泉だから？すごく不快でした。そして、ふと洗面台の下を見ると落し物が。私のものではない、化粧道具が。見えるところしか掃除されてないのかなあと、残念の言葉しかないです。。次は、もう泊まることはないですね。。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
250,Jalan,jalan_archive,08517427,2015/12/9,,,,,3,ja,True,private_bath,風呂;貸切,,居心地が…,全体的な雰囲気はそこそこいいんだけど… 宿入ってから 貸切風呂に行く途中に…洗濯とかしてるとこが見えたり…外のアパートが見えたり…風呂の中からは二階の部屋が見えてそうな… 部屋も…となりの家が見えたり… いい宿だから 非日常を味わいたいのに…別世界にはならないとこが残念かな…,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_negative_with_context,high,body_sentiment_inference_needed
251,Jalan,jalan_archive,08512033,2015/12/6,,,,,5,ja,True,facility_wide,温泉;肌,,大分旅行,今回は大分の旅行で、料理の評判もいいと聞き宿泊させて頂きました。 評判以上に、夕飯も朝食も細部まで盛り付けまでこだわられていて、少食の彼もおかわりするくらいとても美味しかったです。また、部屋の温泉もとても良く温泉マイスターの方のお話通り入らせて頂いたところ帰ってからもお肌ツルツルでした。 一つだけ残念だったのは、夕飯を下げて頂く際にお忙しいとは思うのですが、下げてくれていた温泉マイスターの方に仲居さんが言われた「ちょっと急ぎで用事があるので、そこはいいから先に向こうを」みたいな事をおっしゃっていたのが聞こえてしまったので、ちょっと残念でした。私達も一お客のつもりなので、その辺は聞こえない所で伝えたほうがよろしかったのではと思いました。全体的には素敵な宿だったので彼と又利用させて頂く予定です。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_negative_with_context,high,body_sentiment_inference_needed
252,Jalan,jalan_archive,08473805,2015/11/15,,,,,4,ja,False,,,,ちょっと割高かな・・・,初めて利用させていただきましたが・・・ 期待してたほどでは、ないかと思いました。 食事は、満足しまた。 けど、お酒の種類が少なかったです。 もう少し、お酒の種類を増やして欲しいです。 お部屋の設備なども、まぁーまぁーかなって感じでした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
253,Jalan,jalan_archive,08450837,2015/11/2,,,,,5,ja,True,room_bath;private_bath,風呂;貸切;予約;時間,,素敵な時間でした。,思い立って、当日に予約したのですが、お風呂付きの素敵なお部屋に泊まることができました。夕飯も少食な私たちにはありあまるもので、とても目にも綺麗な美味しいお料理でした。お部屋のお風呂も、貸切のお風呂もリゾートぽくて素敵でした。こじんまりとしたそれでいてゆったりできる、素敵なお宿でした。スタッフの皆様ありがとうございます。,https://www.jalan.net/yad397509/kuchikomi/archive/,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
254,Jalan,jalan_archive,08427102,2015/10/19,,,,,4,ja,True,facility_wide,温泉;風呂;肌;寒;脱衣,,肌寒くなり温泉地で温まりたい時に,今回、お世話になりました。部屋の雰囲気も良かったし、ゆっくり過ごす事ができました。 改善してほしい点①脱衣所の棚の上がホコリが…目の高さより少し上でしたが気になりました。②お風呂の所の冊子の立てつけが、風情というよりただ悪いなと印象を受けました。③部屋で過ごさせて頂いたのですが、外の駐車場の所のドアの隙間が広く人が来たら見える感じだったので、一応スタッフの方には伝えたら、考えて作って有りますと言われて『あ…』そうですか(^_^;)って感じでした。一回見られた方が良いかと思います。すいません、長々と…また行きたいなと思っているので…☆良かった点☆①ロクシタンが脱衣所に置かれていてビックリしました。すごいですね。②当日、2日前に連絡と確認を入れて頂き気持ちが良かったです。③客室に来られた方も、みなさん気さくに話して頂いて色々な、情報を教えてもらい翌日も満喫出来ました。④料理が美味い。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
